page_id,page_title,view_count,protection_status,page_length,edit_count,page_watchers,page_watchers_recent_edits,page_views_past_30days,page_id_scrapped,redirects,recent_number_of_edits,number_distinct_authors,number_categories
67638847,2021_Jerusalem_clashes,95209,extendedconfirmed,,,,,,,,,,
1851366,WNTM,19135,unprotected,,,,,,,,,,
54632982,2017_Amman_incident,21441,extendedconfirmed,,,,,,,,,,
54639038,2017_Temple_Mount_crisis,42725,extendedconfirmed,,,,,,,,,,
11291,Floccinaucinihilipilification,160037,autoconfirmed,,,,,,,,,,
1143923,Honolulu University,41519,autoconfirmed,,,,,,,,,,
31543806,Swinerton,46549,unprotected,,,,,,,,,,
1001251,Robert Spencer (author),532302,autoconfirmed,,,,,,,,,,
14305018,Armed Forces of the Islamic Republic of Iran,1557978,extendedconfirmed,,,,,,,,,,
2872825,List of social networking websites,5746759,extendedconfirmed,,,,,,,,,,
1126490,Yard of ale,590917,autoconfirmed,,,,,,,,,,
1033826,Professional wrestling attacks,2967525,autoconfirmed,,,,,,,,,,
26574,Rooster,2977562,sysop,,,,,,,,,,
5151116,Slick Shoes (album),7279,unprotected,,,,,,,,,,
32602140,Satchwell v President of the Republic of South Africa,10455,unprotected,,,,,,,,,,
43655946,Haumaniastrum,7707,unprotected,,,,,,,,,,
7004929,1998 Riga bombing,14327,unprotected,,,,,,,,,,
40190933,Allan Hornyak,18965,unprotected,,,,,,,,,,
15514710,Eccellenza Lombardy,16679,unprotected,,,,,,,,,,
9913874,Sameer Group,76753,unprotected,,,,,,,,,,
1066018,Philip J. Kaplan,89092,autoconfirmed,,,,,,,,,,
1856025,1973_Israeli_raid_on_Lebanon,306947,extendedconfirmed,,,,,,,,,,
38348515,Rolling Stone Australia Awards,11676,unprotected,,,,,,,,,,
10449970,List of TriStar Pictures films,669910,autoconfirmed,,,,,,,,,,
43345873,Power Rangers Dino Charge,2294646,sysop,,,,,,,,,,
5481257,Oil Circuit Breaker,3237,unprotected,,,,,,,,,,
29530235,Stanislav Hristov,3488,unprotected,,,,,,,,,,
28385909,Zabus,4067,unprotected,,,,,,,,,,
44298454,Goephanes pictidorsis,2154,unprotected,,,,,,,,,,
40744818,Cosmosoma aurifera,3159,unprotected,,,,,,,,,,
19814070,Chardon de Croisilles,7082,unprotected,,,,,,,,,,
44687054,Dichocrocis eubulealis,4800,unprotected,,,,,,,,,,
38115655,Djursholms Ekeby,5790,unprotected,,,,,,,,,,
26624894,The Quakeress,6917,unprotected,,,,,,,,,,
35828882,Marco Gerini,6278,unprotected,,,,,,,,,,
12410725,Rock skipper,7947,unprotected,,,,,,,,,,
10960729,Mike Harper,7808,autoconfirmed,,,,,,,,,,
20152869,Natércia,10660,unprotected,,,,,,,,,,
134907,"Badger, South Dakota",13004,unprotected,,,,,,,,,,
6160716,"Barview, Oregon",11741,unprotected,,,,,,,,,,
8227825,Morrisons Cove,17541,unprotected,,,,,,,,,,
6479721,Jeff Trandahl,20351,unprotected,,,,,,,,,,
11123648,Canterbury University (Seychelles),39615,autoconfirmed,,,,,,,,,,
1204347,British Rail DHP1,20675,unprotected,,,,,,,,,,
32918714,2011_Tel_Aviv_nightclub_attack,34639,extendedconfirmed,,,,,,,,,,
11485528,Dan O'Halloran,43858,autoconfirmed,,,,,,,,,,
41552509,Terpsichora,31620,unprotected,,,,,,,,,,
10304105,Machete (film),965522,autoconfirmed,,,,,,,,,,
1894958,Ergastulum,28043,unprotected,,,,,,,,,,
47570046,Shaun King (activist),889195,sysop,,,,,,,,,,
10256222,The Biggest Loser Australia (season 2),40998,autoconfirmed,,,,,,,,,,
1059962,KVIE,54603,autoconfirmed,,,,,,,,,,
1747520,Stormont House,67905,unprotected,,,,,,,,,,
994248,Forfeit (baseball),114667,unprotected,,,,,,,,,,
55897845,2018_Novak_Djokovic_tennis_season,125593,extendedconfirmed,,,,,,,,,,
42990507,Big Brother Canada (season 3),431001,sysop,,,,,,,,,,
36040410,Woody Paige,341834,extendedconfirmed,,,,,,,,,,
6948376,Telaga,129762,extendedconfirmed,,,,,,,,,,
15559781,No Mercy (2005),345254,unprotected,,,,,,,,,,
11026242,Traumatic insemination,948886,autoconfirmed,,,,,,,,,,
1079866,Mantle (geology),1959765,autoconfirmed,,,,,,,,,,
10391001,Lil Wayne albums discography,1452032,autoconfirmed,,,,,,,,,,
142056,Madonna (entertainer),24732062,sysop,,,,,,,,,,
36466994,Lelei Fonoimoana,7116,unprotected,,,,,,,,,,
48057153,Black Hole (2015 film),28537,unprotected,,,,,,,,,,
10678644,Tommy Turner (footballer),16963,unprotected,,,,,,,,,,
33002187,Kellie Wells (athlete),69661,unprotected,,,,,,,,,,
48899498,List of Power Rangers Dino Super Charge episodes,891490,sysop,,,,,,,,,,
1114570,John O'Shea,1593669,autoconfirmed,,,,,,,,,,
31662519,2015_Canadian_federal_election,1303885,sysop,,,,,,,,,,
38026467,Malaysia Federal Route 230,5869,unprotected,,,,,,,,,,
31272990,2011_Jerusalem_bus_stop_bombing,17571,extendedconfirmed,,,,,,,,,,
10422721,Pacific Northwest tree octopus,789589,autoconfirmed,,,,,,,,,,
1056214,Ljubo Miloš,69231,autoconfirmed,,,,,,,,,,
10682197,List of Waterloo Road characters,605493,autoconfirmed,,,,,,,,,,
46180677,Ditrigona chama,2813,unprotected,,,,,,,,,,
31606987,Starksia spinipenis,3042,unprotected,,,,,,,,,,
25397157,Vriesea schunkii,3472,unprotected,,,,,,,,,,
22107014,"Logan Township, Sherman County, Kansas",5105,unprotected,,,,,,,,,,
48985076,William Dunstone,4074,unprotected,,,,,,,,,,
18639933,Sojczyn Grądowy,3660,unprotected,,,,,,,,,,
35921636,Charaxes cedreatis,5767,unprotected,,,,,,,,,,
20921922,Camissoniopsis hirtella,3580,unprotected,,,,,,,,,,
25460933,Vriesea pardalina,4510,unprotected,,,,,,,,,,
16825300,Calhoun County Courthouse (South Carolina),7522,unprotected,,,,,,,,,,
38377889,Mishen,7405,unprotected,,,,,,,,,,
35778912,"Maxine, West Virginia",8951,unprotected,,,,,,,,,,
40654445,Former Residence of Ba Jin,8833,unprotected,,,,,,,,,,
13491517,Fredrik Hermansson,18818,unprotected,,,,,,,,,,
33775301,Monument to Christ the King,13435,unprotected,,,,,,,,,,
12973138,Ace of Hearts Records (US),15409,unprotected,,,,,,,,,,
9406648,Pittsburgh Center for the Arts,41153,unprotected,,,,,,,,,,
26293522,Lists of Palestinian rocket attacks on Israel,38148,extendedconfirmed,,,,,,,,,,
31090870,Irish Coffee (band),30233,unprotected,,,,,,,,,,
11392263,Sacramento County Jail,59319,autoconfirmed,,,,,,,,,,
11591980,1967_Palestinian_exodus,75466,extendedconfirmed,,,,,,,,,,
11574890,1880_Republican_National_Convention,195738,sysop,,,,,,,,,,
44279911,Palestinian stone-throwing,131797,extendedconfirmed,,,,,,,,,,
10255667,The Biggest Loser Australia (season 1),99699,autoconfirmed,,,,,,,,,,
10595985,Phil Nibbelink,54442,autoconfirmed,,,,,,,,,,
10101151,IQ and Global Inequality,228056,autoconfirmed,,,,,,,,,,
24596500,Kamaal Rashid Khan,1760361,extendedconfirmed,,,,,,,,,,
48675579,Steve Levy,398167,extendedconfirmed,,,,,,,,,,
1018018,Burzynski Clinic,1279103,autoconfirmed,,,,,,,,,,
27313295,Tosh.0,1670423,extendedconfirmed,,,,,,,,,,
10128,Elizabeth I of England,27703236,autoconfirmed,,,,,,,,,,
6736418,Phil Hall (US writer),14549,sysop,,,,,,,,,,
10483209,Skilled Group,30320,autoconfirmed,,,,,,,,,,
22612619,1946_California's_12th_congressional_district_election,29651,sysop,,,,,,,,,,
10442845,Travel website,522147,autoconfirmed,,,,,,,,,,
29642103,Kaalo,283120,unprotected,,,,,,,,,,
1104310,James L. Dolan,2287418,autoconfirmed,,,,,,,,,,
2970314,Liam Fontaine,101407,unprotected,,,,,,,,,,
10200539,Premier Basketball League,203961,autoconfirmed,,,,,,,,,,
43471871,2014_Jerusalem_tractor_attack,34507,extendedconfirmed,,,,,,,,,,
41276868,2015_Myanmar_general_election,156610,sysop,,,,,,,,,,
53259328,1947_Poonch_rebellion,60304,extendedconfirmed,,,,,,,,,,
16454727,Bhumihar,1035791,extendedconfirmed,,,,,,,,,,
25572706,Miracle Mineral Supplement,1602602,extendedconfirmed,,,,,,,,,,
26494,Race and intelligence,2959231,extendedconfirmed,,,,,,,,,,
2423824,Nate Robinson,6411198,sysop,,,,,,,,,,
57387798,2019_Stanley_Cup_Finals,625907,sysop,,,,,,,,,,
151496,Cheeseburger,969377,sysop,,,,,,,,,,
55626926,2018_Stanley_Cup_Finals,701635,sysop,,,,,,,,,,
21670197,Mieścin,2664,unprotected,,,,,,,,,,
28453164,Kunovec Breg,5038,unprotected,,,,,,,,,,
16226447,Aïn Bouyahia,6033,unprotected,,,,,,,,,,
37868236,Pottstown Landing Historic District,4114,unprotected,,,,,,,,,,
22467831,"Zala, Cerknica",6778,unprotected,,,,,,,,,,
28672240,Jubilee Garden,8546,unprotected,,,,,,,,,,
1284813,Suristan,18236,unprotected,,,,,,,,,,
11849345,The Best of Baccara,12726,unprotected,,,,,,,,,,
18730840,Landesliga Westfalen,10783,unprotected,,,,,,,,,,
34343738,Scranton Lace Company,48569,unprotected,,,,,,,,,,
42137018,On the Way (film),29116,unprotected,,,,,,,,,,
18852506,Double Time (Leon Redbone album),42507,unprotected,,,,,,,,,,
11058016,Mohammad Asghar,53629,autoconfirmed,,,,,,,,,,
11146900,Barney in Outer Space,40748,autoconfirmed,,,,,,,,,,
14142805,1998 Georgia Bulldogs football team,46280,sysop,,,,,,,,,,
1123327,1998 San Marino Grand Prix,50965,autoconfirmed,,,,,,,,,,
1078003,Herbert Sandler,92976,autoconfirmed,,,,,,,,,,
10723564,1960_South_Vietnamese_coup_attempt,106833,sysop,,,,,,,,,,
10723564,1960_South_Vietnamese_coup_attempt,106833,sysop,,,,,,,,,,
13166829,Wellington Central (New Zealand electorate),56294,unprotected,,,,,,,,,,
20874386,2008 Summer Olympics on NBC,18667,unprotected,,,,,,,,,,
48933602,Hank Goldberg,67702,extendedconfirmed,,,,,,,,,,
11371144,WRFF,70484,autoconfirmed,,,,,,,,,,
11663591,The Contractor (2007 film),234392,autoconfirmed,,,,,,,,,,
51550220,1947_Jammu_massacres,319698,extendedconfirmed,,,,,,,,,,
48416590,John Craven,686603,extendedconfirmed,,,,,,,,,,
11121,Fox News Channel,2451914,autoconfirmed,,,,,,,,,,
28372535,Dan Vs.,406821,extendedconfirmed,,,,,,,,,,
11567670,List of The Cosby Show characters,1178088,autoconfirmed,,,,,,,,,,
1004706,Dysarthria,1590426,autoconfirmed,,,,,,,,,,
21069417,Egyptian mythology,1687844,sysop,,,,,,,,,,
10991907,Ray Collins (American football),10279,unprotected,,,,,,,,,,
1116006,Histeria!,331609,autoconfirmed,,,,,,,,,,
23492370,Jed York,941547,sysop,,,,,,,,,,
2527797,Heathenry (new religious movement),2429961,sysop,,,,,,,,,,
442588,Mario Party,1304497,sysop,,,,,,,,,,
46698586,20th_Television_Animation,39509,sysop,,,,,,,,,,
16429381,157473_Emuno,8405,sysop,,,,,,,,,,
33492496,Gustav Niessl von Mayendorf,6243,unprotected,,,,,,,,,,
25426903,Fred Thomas (wrestler),5449,unprotected,,,,,,,,,,
43063238,Young Mrs. Winthrop,8159,unprotected,,,,,,,,,,
33263353,Brunflo FK,7884,unprotected,,,,,,,,,,
35761443,V. Owen Bush,10243,unprotected,,,,,,,,,,
868404,"Sawa District, Gunma",7441,unprotected,,,,,,,,,,
4972179,Blackpool Gate,6542,unprotected,,,,,,,,,,
30984841,The Amazing Race 3 (Latin America),26082,unprotected,,,,,,,,,,
11044005,Satellite Spies,17392,autoconfirmed,,,,,,,,,,
52807982,2017_Jerusalem_truck_attack,44582,extendedconfirmed,,,,,,,,,,
17128044,Ludgate Circus tube station,27629,unprotected,,,,,,,,,,
36162236,Peter Huang,26588,extendedconfirmed,,,,,,,,,,
17901024,'Azza,43094,extendedconfirmed,,,,,,,,,,
1402267,1941_Atlantic_hurricane_season,58416,sysop,,,,,,,,,,
1300462,Bob Enyart,102332,sysop,,,,,,,,,,
25217696,Sergio y Estíbaliz,47978,unprotected,,,,,,,,,,
6607217,Joe Vogel,60203,unprotected,,,,,,,,,,
10579795,Olga Fedori,194750,autoconfirmed,,,,,,,,,,
23564616,Republic of Macedonia,7928187,extendedconfirmed,,,,,,,,,,
1039393,Andrewsarchus,520695,autoconfirmed,,,,,,,,,,
10494172,Russell Kane,940877,autoconfirmed,,,,,,,,,,
585629,Kiev,4537726,sysop,,,,,,,,,,
10721157,Shirley Phelps-Roper,1046975,autoconfirmed,,,,,,,,,,
5006922,Mukkulathor,752065,extendedconfirmed,,,,,,,,,,
10605960,Non-penetrative sex,8122043,autoconfirmed,,,,,,,,,,
11286472,Renee Alway,561163,autoconfirmed,,,,,,,,,,
19533905,Castiel (Supernatural),1836645,extendedconfirmed,,,,,,,,,,
67728,Petrochemical,1486571,unprotected,,,,,,,,,,
22212156,Yadav,1785214,extendedconfirmed,,,,,,,,,,
5253337,Beyond Rangoon,159701,unprotected,,,,,,,,,,
11504,Fandom,1019279,autoconfirmed,,,,,,,,,,
47263,243_Ida,312413,sysop,,,,,,,,,,
10515516,Pooja Gandhi,1031457,autoconfirmed,,,,,,,,,,
18562,Leet,2916208,sysop,,,,,,,,,,
4556155,Ahir,663253,extendedconfirmed,,,,,,,,,,
15619833,Karan Singh Grover,7369447,extendedconfirmed,,,,,,,,,,
67860745,2021_Maricopa_County_presidential_ballot_audit,543,extendedconfirmed,,,,,,,,,,
27056128,Didianema pauli,4411,unprotected,,,,,,,,,,
41750485,Marguerite Fourrier,5773,unprotected,,,,,,,,,,
22409936,James Striar School of General Jewish Studies,6928,unprotected,,,,,,,,,,
20921483,"Brighton High School (Brighton, Tennessee)",10482,unprotected,,,,,,,,,,
35195712,Box of Toys,10909,unprotected,,,,,,,,,,
25379910,Parrita,8361,unprotected,,,,,,,,,,
11137057,BlueWare,14764,autoconfirmed,,,,,,,,,,
42742638,Claudio Daniel Stern,14989,unprotected,,,,,,,,,,
6700858,Mornago,11383,unprotected,,,,,,,,,,
13556677,The Guns (band),19145,unprotected,,,,,,,,,,
10099763,Green Hills Engineering College,20048,autoconfirmed,,,,,,,,,,
119447,"Kelliher, Minnesota",19396,unprotected,,,,,,,,,,
10086685,Chris Malkin,19956,autoconfirmed,,,,,,,,,,
2208730,Denver Center for the Performing Arts,104469,unprotected,,,,,,,,,,
1047310,Crosspool,36063,autoconfirmed,,,,,,,,,,
17062169,Tony Oden,35307,unprotected,,,,,,,,,,
9503615,Warborough,25673,unprotected,,,,,,,,,,
19127843,Random Acts of Kindness Day,92292,unprotected,,,,,,,,,,
36259528,Boerhavia erecta,30716,unprotected,,,,,,,,,,
11237896,Kalya,73579,autoconfirmed,,,,,,,,,,
1402627,1933_Atlantic_hurricane_season,180548,sysop,,,,,,,,,,
1050479,BloodRayne 2,211863,autoconfirmed,,,,,,,,,,
1119701,Physical medicine and rehabilitation,846410,autoconfirmed,,,,,,,,,,
40017873,Diabetes mellitus,9197523,sysop,,,,,,,,,,
11511282,YouPorn,4908376,autoconfirmed,,,,,,,,,,
44973911,Anders Gronstedt,18945,unprotected,,,,,,,,,,
49685953,2016_Tel_Aviv_stabbings,36204,extendedconfirmed,,,,,,,,,,
1141494,Salif Diao,193387,autoconfirmed,,,,,,,,,,
1117328,Pickaxe,680230,autoconfirmed,,,,,,,,,,
113055,Temperament,1011476,autoconfirmed,,,,,,,,,,
1009259,Macy's Thanksgiving Day Parade,2198960,autoconfirmed,,,,,,,,,,
21868967,Morgellons,2428631,extendedconfirmed,,,,,,,,,,
142788,Gas chamber,3439109,extendedconfirmed,,,,,,,,,,
10374465,Jordan Rhodes,1267744,autoconfirmed,,,,,,,,,,
17500955,Miyahara Station,10830,unprotected,,,,,,,,,,
1033897,Death of Adolf Hitler,8960514,autoconfirmed,,,,,,,,,,
12701,Greenwich Mean Time,5121310,sysop,,,,,,,,,,
1070152,Mugger crocodile,1046078,autoconfirmed,,,,,,,,,,
615932,Russian humour,91731,unprotected,,,,,,,,,,
699466,Habbo,840547,sysop,,,,,,,,,,
1449866,Word,2123859,sysop,,,,,,,,,,
156105,Chinggis Khaan International Airport,376293,sysop,,,,,,,,,,
4877697,Daniel Sturridge,5888455,sysop,,,,,,,,,,
1371138,The Fox and the Hound,2768125,sysop,,,,,,,,,,
27282260,Yaroslav Krestovsky,10438,unprotected,,,,,,,,,,
21841567,Nowe Guty,6460,unprotected,,,,,,,,,,
30882408,Pine Islet Light,7730,unprotected,,,,,,,,,,
1838995,Galician Literature Day,34990,unprotected,,,,,,,,,,
23264187,Cappelen Damm,24621,unprotected,,,,,,,,,,
46846123,Piñata Protest,21011,unprotected,,,,,,,,,,
8659823,Katya Lycheva,54999,unprotected,,,,,,,,,,
8549547,Chekavar,72372,extendedconfirmed,,,,,,,,,,
1143036,Chelmsley Wood,106391,autoconfirmed,,,,,,,,,,
11650319,Xiaxue,237120,autoconfirmed,,,,,,,,,,
1100953,Khachkar,193942,sysop,,,,,,,,,,
445112,13th_Airborne_Division_(United_States),231967,sysop,,,,,,,,,,
10884089,List of The New Adventures of Winnie the Pooh episodes,279617,autoconfirmed,,,,,,,,,,
1052338,1 Esdras,293221,unprotected,,,,,,,,,,
1796393,David Aldridge,611597,extendedconfirmed,,,,,,,,,,
11403316,Compressed sensing,554989,autoconfirmed,,,,,,,,,,
113180,Pussy,6633566,autoconfirmed,,,,,,,,,,
10404818,Hindutash,35002,autoconfirmed,,,,,,,,,,
22932162,Lowndes Grove,33949,unprotected,,,,,,,,,,
52268,Sabra and Shatila massacre,1206438,extendedconfirmed,,,,,,,,,,
1108159,Carcharodontosaurus,845294,autoconfirmed,,,,,,,,,,
11059398,Adult diaper,508182,autoconfirmed,,,,,,,,,,
44980134,Đinh Bộ Lĩnh,83965,extendedconfirmed,,,,,,,,,,
48460477,Natalie Cassidy,735169,extendedconfirmed,,,,,,,,,,
4032739,Prostitution in South Korea,798234,extendedconfirmed,,,,,,,,,,
1402672,Carlton Cole,1222990,sysop,,,,,,,,,,
1105029,Nair,1279895,extendedconfirmed,,,,,,,,,,
43758363,Gamergate controversy,6556991,extendedconfirmed,,,,,,,,,,
2236472,Transformers (film),7276665,sysop,,,,,,,,,,
102210,Arthur (TV series),4124129,autoconfirmed,,,,,,,,,,
25569743,"Acari, Rio Grande do Norte",8270,unprotected,,,,,,,,,,
6070854,Gérgal,10685,unprotected,,,,,,,,,,
11030872,God Made Me Funky,18773,autoconfirmed,,,,,,,,,,
10509730,Alec Butler,82560,autoconfirmed,,,,,,,,,,
40846275,Technothlon,58232,unprotected,,,,,,,,,,
40803169,DJ Playero,160425,unprotected,,,,,,,,,,
108852,"Somers, Connecticut",89607,unprotected,,,,,,,,,,
10284103,House of Merode,92358,autoconfirmed,,,,,,,,,,
64837386,2020_Bangalore_riots,210150,extendedconfirmed,,,,,,,,,,
11053801,Maz Jobrani,995097,autoconfirmed,,,,,,,,,,
10172009,Kulraj Randhawa,876561,autoconfirmed,,,,,,,,,,
10111390,Guild Wars 2,1218436,autoconfirmed,,,,,,,,,,
5678569,Lollar,25323,unprotected,,,,,,,,,,
32786931,2011_southern_Israel_cross-border_attacks,85379,extendedconfirmed,,,,,,,,,,
41999710,Nadeshot,1013275,sysop,,,,,,,,,,
1118379,Online shopping,4235308,autoconfirmed,,,,,,,,,,
285059,Line of Control,1974023,extendedconfirmed,,,,,,,,,,
3727561,Firozpur district,111685,sysop,,,,,,,,,,
19281864,Katy Perry discography,2150116,extendedconfirmed,,,,,,,,,,
1141314,California Miramar University,196766,autoconfirmed,,,,,,,,,,
1914,Antimicrobial resistance,1461174,unprotected,,,,,,,,,,
25856,Radiation,3911900,sysop,,,,,,,,,,
68253,List of sovereign states,7394709,sysop,,,,,,,,,,
48901872,Chemillé-en-Anjou,9467,unprotected,,,,,,,,,,
2876164,Ataun,17824,unprotected,,,,,,,,,,
10847146,R. Paul Robertson,11000,unprotected,,,,,,,,,,
11115779,George Runner,36892,autoconfirmed,,,,,,,,,,
31321309,Terry Bean,82673,extendedconfirmed,,,,,,,,,,
2505806,Ernst Hofbauer,36781,unprotected,,,,,,,,,,
1056208,Jure Francetić,101212,autoconfirmed,,,,,,,,,,
15606119,List of wars involving Israel,1445243,extendedconfirmed,,,,,,,,,,
6867958,Vanniyar,812397,extendedconfirmed,,,,,,,,,,
10403956,Robert Garside,52630,autoconfirmed,,,,,,,,,,
1030599,Black History Month,2816859,autoconfirmed,,,,,,,,,,
44089740,Brianna Wu,1274269,extendedconfirmed,,,,,,,,,,
225891,Kamma (caste),1107024,extendedconfirmed,,,,,,,,,,
21294852,Pony,1725900,sysop,,,,,,,,,,
156115,Sexual fetishism,3711274,sysop,,,,,,,,,,
1030713,Gabe Newell,3357279,autoconfirmed,,,,,,,,,,
1001666,List of Dragon Ball characters,5051287,autoconfirmed,,,,,,,,,,
8592058,List of Rajputs,800824,extendedconfirmed,,,,,,,,,,
6048021,Sarah Natochenny,465985,sysop,,,,,,,,,,
7669549,Great Fire of London,4544647,sysop,,,,,,,,,,
15824338,Canville-la-Rocque,9227,unprotected,,,,,,,,,,
8774881,Raymond D. Fogelson,11112,unprotected,,,,,,,,,,
11054586,North View Secondary School,20745,autoconfirmed,,,,,,,,,,
267603,Killings and massacres during the 1948 Palestine war,147957,extendedconfirmed,,,,,,,,,,
2346196,Khowar language,166809,sysop,,,,,,,,,,
101679,VRML,442784,autoconfirmed,,,,,,,,,,
855728,Red McCombs,485956,unprotected,,,,,,,,,,
1001707,Jaffa Cakes,1298825,autoconfirmed,,,,,,,,,,
200136,Static electricity,2314709,sysop,,,,,,,,,,
1106026,Beth Ostrosky Stern,2484625,autoconfirmed,,,,,,,,,,
1047835,Way of the Dragon,1257399,autoconfirmed,,,,,,,,,,
11470826,Jake T. Austin,4176999,autoconfirmed,,,,,,,,,,
27485183,Willem van den Hout,8800,unprotected,,,,,,,,,,
1109945,Turkish Naval Forces,768371,autoconfirmed,,,,,,,,,,
2642626,VDL Nedcar,123765,unprotected,,,,,,,,,,
44832534,Connor Franta,1056929,sysop,,,,,,,,,,
24209,Profanity,2631829,sysop,,,,,,,,,,
1526718,Kayastha,1641873,extendedconfirmed,,,,,,,,,,
4250553,Gene,4895849,sysop,,,,,,,,,,
11557106,Batman in film,9490155,autoconfirmed,,,,,,,,,,
15435318,Verdun-en-Lauragais,6601,unprotected,,,,,,,,,,
42553171,Victor On-kwok Li,7906,unprotected,,,,,,,,,,
43842849,Aude (writer),8735,unprotected,,,,,,,,,,
32102180,Kanpur railway station,15571,unprotected,,,,,,,,,,
11288250,Martin Hirsch,27257,autoconfirmed,,,,,,,,,,
21617375,Kallar (caste),476907,extendedconfirmed,,,,,,,,,,
11059,Five Pillars of Islam,5210880,autoconfirmed,,,,,,,,,,
11258,Fellatio,14886523,autoconfirmed,,,,,,,,,,
44980188,Peter Nguyen Van Hung,25820,extendedconfirmed,,,,,,,,,,
30408047,David Straiton,47433,unprotected,,,,,,,,,,
11411461,Ola Toivonen,698469,autoconfirmed,,,,,,,,,,
11260577,Ann Romney,944178,autoconfirmed,,,,,,,,,,
10624594,Krypton,2632543,autoconfirmed,,,,,,,,,,
1143659,Ruby Bridges,4675419,autoconfirmed,,,,,,,,,,
1245311,Finasteride,4455570,extendedconfirmed,,,,,,,,,,
3196487,Prostitution in China,680034,extendedconfirmed,,,,,,,,,,
1057414,Traumatic brain injury,2058135,autoconfirmed,,,,,,,,,,
4178394,Chamar,985526,extendedconfirmed,,,,,,,,,,
22709,Okapi,3338751,sysop,,,,,,,,,,
38902,Brown,1243556,sysop,,,,,,,,,,
54215533,2017_London_Bridge_attack,721698,sysop,,,,,,,,,,
35783123,Grizzly bear,5451752,sysop,,,,,,,,,,
21496243,VeggieTales,1939928,sysop,,,,,,,,,,
41938992,Maddie Ziegler,13106310,sysop,,,,,,,,,,
33879,Windows XP,5240447,sysop,,,,,,,,,,
15431820,Saint-Félix-de-Tournegat,5605,unprotected,,,,,,,,,,
30094393,South Carolina Research Authority,8391,sysop,,,,,,,,,,
11347320,Saint Thomas More High School (Milwaukee),20364,autoconfirmed,,,,,,,,,,
