view_count,page_length,edit_count,page_watchers,page_watchers_recent_edits,page_views_past_30days,redirects,recent_number_of_edits,number_distinct_authors,number_categories
1015,69.0,2.0,25.0,50.0,1,0,0,0,2
1238,69.0,2.0,25.0,50.0,1,0,0,0,2
2007,69.0,2.0,25.0,50.0,2,0,0,0,2
2048,69.0,2.0,25.0,50.0,2,0,0,0,2
851,69.0,3.0,25.0,50.0,2,0,0,0,2
4943,7209.0,76.0,25.0,50.0,2,1,0,0,2
1212,69.0,2.0,25.0,50.0,3,0,0,0,2
984,69.0,3.0,25.0,50.0,6,0,0,0,2
2748,1214.0,7.0,25.0,50.0,8,0,0,0,2
3521,1255.0,12.0,25.0,50.0,9,0,0,0,2
1433,69.0,2.0,25.0,50.0,10,0,0,0,2
2310,69.0,2.0,25.0,50.0,13,0,0,0,2
8509,5604.0,24.0,25.0,50.0,24,0,0,0,2
935,69.0,2.0,25.0,50.0,27,0,0,0,2
7986,2341.0,23.0,25.0,50.0,30,1,0,0,2
5321,13040.0,28.0,25.0,50.0,31,2,0,0,2
5428,7470.0,368.0,37.0,2.0,36,9,0,0,2
37221,7498.0,49.0,25.0,50.0,42,3,0,0,2
7553,2094.0,20.0,25.0,50.0,57,1,0,0,2
12911,359.0,11.0,25.0,50.0,118,0,0,0,2
45452,64.0,28.0,25.0,50.0,204,0,0,0,2
62728,9475.0,403.0,47.0,14.0,325,0,0,0,2
45499,8494.0,111.0,25.0,50.0,344,2,0,0,2
66388,2942.0,129.0,25.0,50.0,488,0,0,0,2
56091,3424.0,40.0,25.0,50.0,652,0,0,0,2
34819,6869.0,37.0,25.0,50.0,134,1,1,1,2
12825,9904.0,68.0,32.0,2.0,43,1,2,2,2
442438,12901.0,343.0,46.0,4.0,9433,5,3,2,2
2717,58.0,9.0,25.0,50.0,2,0,0,0,3
17526,105.0,1.0,25.0,50.0,5,0,0,0,3
3180,529.0,20.0,25.0,50.0,5,1,0,0,3
5764,1740.0,9.0,25.0,50.0,8,0,0,0,3
3893,1605.0,21.0,25.0,50.0,11,0,0,0,3
4988,226.0,39.0,25.0,50.0,15,0,0,0,3
4395,1711.0,15.0,25.0,50.0,17,0,0,0,3
4763,616.0,20.0,25.0,50.0,18,0,0,0,3
3211,762.0,12.0,25.0,50.0,22,5,0,0,3
5496,670.0,12.0,25.0,50.0,37,0,0,0,3
29791,407.0,6.0,25.0,50.0,46,0,0,0,3
28754,952.0,7.0,25.0,50.0,46,1,0,0,3
8924,1696.0,16.0,25.0,50.0,50,0,0,0,3
6014,2580.0,16.0,25.0,50.0,50,0,0,0,3
9604,5164.0,26.0,25.0,50.0,57,4,0,0,3
18973,13931.0,62.0,25.0,50.0,61,1,0,0,3
10481,5447.0,39.0,25.0,50.0,64,1,0,0,3
17352,874.0,34.0,25.0,50.0,65,6,0,0,3
15807,3759.0,44.0,25.0,50.0,84,1,0,0,3
232767,107.0,1.0,45.0,26.0,92,0,0,0,3
18846,3588.0,52.0,25.0,50.0,101,1,0,0,3
95209,91.0,2.0,25.0,50.0,104,0,0,0,3
19135,11078.0,143.0,25.0,50.0,115,2,0,0,3
21441,17411.0,180.0,25.0,50.0,131,4,0,0,3
42725,21415.0,148.0,34.0,7.0,206,3,0,0,3
160037,373.0,709.0,69.0,8.0,467,12,0,0,3
41519,3365.0,165.0,25.0,50.0,482,1,0,0,3
46549,5314.0,84.0,25.0,50.0,483,3,0,0,3
532302,65.0,2.0,210.0,41.0,1870,0,0,0,3
1557978,98.0,1.0,152.0,15.0,3089,0,0,0,3
5746759,95.0,1.0,1166.0,44.0,5513,0,0,0,3
590917,5300.0,352.0,42.0,5.0,5684,6,0,0,3
2967525,91.0,1.0,376.0,7.0,6502,0,0,0,3
2977562,56.0,3925.0,201.0,11.0,27499,0,0,0,3
7279,165.0,29.0,25.0,50.0,6,0,1,1,3
10455,4159.0,15.0,25.0,50.0,27,5,1,1,3
7707,4350.0,10.0,25.0,50.0,61,0,1,1,3
14327,13724.0,71.0,25.0,50.0,109,1,1,1,3
18965,5267.0,24.0,25.0,50.0,119,1,1,1,3
16679,4932.0,39.0,25.0,50.0,202,1,1,1,3
76753,4903.0,64.0,25.0,50.0,1175,2,1,1,3
89092,74.0,1.0,30.0,2.0,2395,0,1,1,3
306947,11924.0,318.0,151.0,10.0,3127,2,1,1,3
11676,5787.0,21.0,25.0,50.0,52,0,2,1,3
669910,37328.0,1811.0,36.0,7.0,11114,1,2,2,3
2294646,13582.0,893.0,82.0,9.0,12413,9,2,2,3
3237,147.0,6.0,25.0,50.0,2,0,0,0,4
3488,1491.0,22.0,25.0,50.0,2,0,0,0,4
4067,2393.0,10.0,25.0,50.0,3,0,0,0,4
2154,825.0,7.0,25.0,50.0,5,0,0,0,4
3159,803.0,12.0,25.0,50.0,5,1,0,0,4
7082,2936.0,19.0,25.0,50.0,12,3,0,0,4
4800,811.0,9.0,25.0,50.0,13,1,0,0,4
5790,2641.0,9.0,25.0,50.0,18,0,0,0,4
6917,3156.0,22.0,25.0,50.0,20,0,0,0,4
6278,2109.0,19.0,25.0,50.0,21,0,0,0,4
7947,3594.0,44.0,25.0,50.0,22,1,0,0,4
7808,4549.0,43.0,25.0,50.0,23,0,0,0,4
10660,2251.0,47.0,25.0,50.0,25,1,0,0,4
13004,11369.0,94.0,25.0,50.0,49,1,0,0,4
11741,6338.0,52.0,25.0,50.0,64,4,0,0,4
17541,6129.0,72.0,25.0,50.0,119,2,0,0,4
20351,7845.0,105.0,25.0,50.0,133,1,0,0,4
39615,7300.0,622.0,36.0,3.0,153,2,0,0,4
20675,2656.0,32.0,25.0,50.0,162,2,0,0,4
34639,23653.0,266.0,25.0,50.0,174,2,0,0,4
43858,3256.0,149.0,25.0,50.0,221,0,0,0,4
31620,6127.0,25.0,25.0,50.0,284,2,0,0,4
965522,93.0,3.0,104.0,13.0,306,0,0,0,4
28043,4552.0,38.0,25.0,50.0,361,1,0,0,4
889195,96.0,4.0,64.0,15.0,382,0,0,0,4
40998,64158.0,682.0,25.0,50.0,403,2,0,0,4
54603,6465.0,230.0,25.0,50.0,447,4,0,0,4
67905,2667.0,76.0,25.0,50.0,577,0,0,0,4
114667,17273.0,198.0,25.0,50.0,1386,0,0,0,4
125593,41881.0,375.0,25.0,50.0,1963,0,0,0,4
431001,59408.0,1628.0,25.0,50.0,2075,4,0,0,4
341834,5892.0,653.0,37.0,50.0,2779,3,0,0,4
129762,10994.0,1208.0,25.0,50.0,3259,0,0,0,4
345254,27004.0,453.0,25.0,50.0,3824,1,0,0,4
948886,32372.0,466.0,82.0,7.0,4210,2,0,0,4
1959765,7372.0,2409.0,202.0,30.0,8132,2,0,0,4
1452032,36254.0,9155.0,80.0,12.0,14929,4,0,0,4
24732062,126.0,3.0,1315.0,101.0,21222,0,0,0,4
7116,2338.0,24.0,25.0,50.0,32,1,1,1,4
28537,8145.0,43.0,25.0,50.0,128,0,1,1,4
16963,3275.0,61.0,25.0,50.0,217,0,1,1,4
69661,5074.0,83.0,25.0,50.0,885,0,1,1,4
891490,37471.0,406.0,45.0,8.0,2504,2,1,1,4
1593669,44683.0,2315.0,72.0,4.0,11404,5,1,1,4
1303885,104636.0,2623.0,144.0,26.0,28893,22,1,1,4
5869,2989.0,25.0,25.0,50.0,14,1,2,1,4
17571,18910.0,328.0,25.0,50.0,49,3,2,1,4
789589,8575.0,2317.0,90.0,7.0,3463,12,2,1,4
69231,14712.0,288.0,25.0,50.0,941,2,2,2,4
605493,42606.0,4628.0,49.0,2.0,6862,114,7,2,4
2813,1532.0,12.0,25.0,50.0,4,0,0,0,5
3042,1853.0,18.0,25.0,50.0,4,2,0,0,5
3472,1019.0,11.0,25.0,50.0,5,0,0,0,5
5105,3406.0,19.0,25.0,50.0,8,0,0,0,5
4074,1878.0,6.0,25.0,50.0,9,1,0,0,5
3660,1517.0,9.0,25.0,50.0,9,1,0,0,5
5767,3551.0,27.0,25.0,50.0,13,2,0,0,5
3580,1642.0,10.0,25.0,50.0,15,2,0,0,5
4510,1023.0,13.0,25.0,50.0,17,0,0,0,5
7522,3739.0,28.0,25.0,50.0,20,0,0,0,5
7405,1828.0,5.0,25.0,50.0,26,4,0,0,5
8951,2774.0,8.0,25.0,50.0,26,0,0,0,5
8833,3666.0,14.0,25.0,50.0,33,0,0,0,5
18818,2850.0,50.0,25.0,50.0,93,1,0,0,5
13435,8013.0,35.0,25.0,50.0,96,1,0,0,5
15409,13195.0,116.0,25.0,50.0,142,1,0,0,5
41153,11730.0,74.0,25.0,50.0,150,1,0,0,5
38148,2442.0,55.0,25.0,50.0,242,1,0,0,5
30233,10095.0,65.0,25.0,50.0,274,0,0,0,5
59319,933.0,39.0,25.0,50.0,451,0,0,0,5
75466,5267.0,106.0,39.0,6.0,553,0,0,0,5
195738,66649.0,481.0,42.0,5.0,1016,2,0,0,5
131797,109895.0,826.0,68.0,14.0,1066,7,0,0,5
99699,16935.0,321.0,25.0,50.0,1401,2,0,0,5
54442,4975.0,237.0,25.0,50.0,1498,0,0,0,5
228056,16224.0,1120.0,126.0,13.0,1638,2,0,0,5
1760361,75.0,1.0,43.0,5.0,2091,0,0,0,5
398167,8020.0,280.0,25.0,50.0,3222,2,0,0,5
1279103,53828.0,1334.0,185.0,9.0,3607,9,0,0,5
1670423,27443.0,1261.0,1170.0,12.0,15381,18,0,0,5
27703236,72.0,1.0,1255.0,93.0,48673,0,0,0,5
14549,9508.0,167.0,25.0,50.0,77,3,1,1,5
30320,4049.0,219.0,25.0,50.0,196,1,1,1,5
29651,60744.0,657.0,25.0,50.0,391,1,1,1,5
522147,4404.0,448.0,64.0,4.0,1728,9,1,1,5
283120,5793.0,128.0,25.0,50.0,4042,0,1,1,5
2287418,31580.0,870.0,42.0,3.0,13199,2,1,1,5
101407,20489.0,412.0,25.0,50.0,1064,0,3,1,5
203961,28732.0,1160.0,25.0,50.0,1628,2,4,1,5
34507,15029.0,128.0,25.0,50.0,153,4,2,2,5
156610,119858.0,1156.0,54.0,9.0,1999,10,4,2,5
60304,69827.0,436.0,25.0,50.0,1859,1,3,3,5
1035791,28688.0,2590.0,127.0,15.0,15756,5,4,3,5
1602602,44124.0,953.0,174.0,24.0,14318,15,10,3,5
2959231,147226.0,13234.0,957.0,102.0,20601,54,6,4,5
6411198,47971.0,3407.0,107.0,8.0,38340,3,7,5,5
625907,69731.0,661.0,25.0,50.0,15947,7,12,5,5
969377,17581.0,3738.0,154.0,10.0,9834,13,7,6,5
701635,72180.0,625.0,25.0,50.0,13581,7,15,8,5
2664,1647.0,9.0,25.0,50.0,8,1,0,0,6
5038,2301.0,10.0,25.0,50.0,11,0,0,0,6
6033,1070.0,17.0,25.0,50.0,11,3,0,0,6
4114,2543.0,11.0,25.0,50.0,12,0,0,0,6
6778,4375.0,18.0,25.0,50.0,15,0,0,0,6
8546,634.0,15.0,25.0,50.0,16,0,0,0,6
18236,714.0,30.0,25.0,50.0,68,1,0,0,6
12726,3343.0,66.0,25.0,50.0,88,2,0,0,6
10783,3674.0,34.0,25.0,50.0,90,0,0,0,6
48569,6465.0,56.0,25.0,50.0,205,0,0,0,6
29116,1660.0,10.0,25.0,50.0,225,0,0,0,6
42507,4813.0,51.0,25.0,50.0,248,0,0,0,6
53629,15929.0,273.0,25.0,50.0,302,1,0,0,6
40748,1965.0,170.0,25.0,50.0,317,1,0,0,6
46280,6387.0,168.0,25.0,50.0,322,3,0,0,6
50965,12326.0,125.0,25.0,50.0,370,0,0,0,6
92976,5234.0,234.0,25.0,50.0,378,1,0,0,6
106833,52093.0,429.0,37.0,8.0,433,2,0,0,6
106833,52093.0,429.0,37.0,8.0,433,2,0,0,6
56294,85725.0,269.0,25.0,50.0,468,2,0,0,6
18667,15417.0,58.0,25.0,50.0,476,2,0,0,6
67702,1856.0,214.0,25.0,50.0,487,0,0,0,6
70484,13416.0,331.0,25.0,50.0,520,5,0,0,6
234392,6479.0,151.0,25.0,50.0,3581,0,0,0,6
319698,38928.0,535.0,38.0,6.0,4662,2,0,0,6
686603,8114.0,270.0,25.0,50.0,4743,3,0,0,6
2451914,104.0,3.0,779.0,24.0,4911,0,0,0,6
406821,23712.0,1938.0,67.0,13.0,9817,3,0,0,6
1178088,39232.0,835.0,35.0,50.0,11789,8,0,0,6
1590426,18133.0,342.0,117.0,7.0,12696,3,0,0,6
1687844,66143.0,566.0,381.0,59.0,15858,5,0,0,6
10279,2183.0,40.0,25.0,50.0,51,1,1,1,6
331609,32466.0,970.0,55.0,7.0,3772,14,1,1,6
941547,12561.0,514.0,25.0,50.0,2402,0,2,1,6
2429961,116950.0,3969.0,471.0,66.0,31103,90,5,4,6
1304497,97313.0,2406.0,154.0,21.0,22038,12,16,10,6
39509,12123.0,686.0,25.0,50.0,8796,4,16,11,6
8405,275.0,25.0,25.0,50.0,1,0,0,0,7
6243,2115.0,13.0,25.0,50.0,18,1,0,0,7
5449,1812.0,23.0,25.0,50.0,20,0,0,0,7
8159,4406.0,31.0,25.0,50.0,21,0,0,0,7
7884,9326.0,36.0,25.0,50.0,23,0,0,0,7
10243,24338.0,244.0,25.0,50.0,25,1,0,0,7
7441,1808.0,34.0,25.0,50.0,26,0,0,0,7
6542,1590.0,20.0,25.0,50.0,40,1,0,0,7
26082,40242.0,678.0,25.0,50.0,68,4,0,0,7
17392,4200.0,250.0,25.0,50.0,69,0,0,0,7
44582,22139.0,392.0,42.0,6.0,147,5,0,0,7
27629,3265.0,57.0,25.0,50.0,207,1,0,0,7
26588,11947.0,188.0,35.0,4.0,209,7,0,0,7
43094,5574.0,87.0,25.0,50.0,219,4,0,0,7
58416,23647.0,206.0,31.0,5.0,297,6,0,0,7
102332,6736.0,670.0,31.0,4.0,470,1,0,0,7
47978,4743.0,29.0,25.0,50.0,472,2,0,0,7
60203,7786.0,175.0,25.0,50.0,619,0,0,0,7
194750,6441.0,251.0,25.0,50.0,938,0,0,0,7
7928187,117.0,4.0,1041.0,37.0,4286,0,0,0,7
520695,9508.0,654.0,79.0,9.0,5554,2,0,0,7
940877,9543.0,691.0,25.0,50.0,6365,1,0,0,7
4537726,153.0,40.0,487.0,81.0,7915,0,0,0,7
1046975,10051.0,1010.0,83.0,9.0,9225,4,0,0,7
752065,12342.0,3394.0,97.0,12.0,10484,13,0,0,7
8122043,40998.0,1577.0,447.0,60.0,161830,19,0,0,7
561163,6874.0,432.0,25.0,50.0,4259,2,1,1,7
1836645,74987.0,1878.0,119.0,9.0,13313,0,1,1,7
1486571,23015.0,554.0,135.0,14.0,14823,5,1,1,7
1785214,45514.0,6412.0,146.0,20.0,29900,3,1,1,7
159701,9233.0,241.0,25.0,50.0,1602,0,2,1,7
1019279,32945.0,1022.0,183.0,23.0,10531,6,2,1,7
312413,57284.0,853.0,94.0,8.0,1947,11,2,2,7
1031457,42752.0,1827.0,25.0,50.0,9424,7,2,2,7
2916208,24654.0,9877.0,997.0,45.0,49251,193,2,2,7
663253,25602.0,3762.0,87.0,14.0,11311,10,4,4,7
7369447,34899.0,5323.0,118.0,8.0,58087,0,13,9,7
543,59330.0,198.0,25.0,50.0,13608,7,125,11,7
4411,1432.0,22.0,25.0,50.0,3,0,0,0,8
5773,1789.0,8.0,25.0,50.0,22,1,0,0,8
6928,5366.0,58.0,25.0,50.0,22,0,0,0,8
10482,2638.0,82.0,25.0,50.0,29,0,0,0,8
10909,3019.0,23.0,25.0,50.0,39,0,0,0,8
8361,4344.0,26.0,25.0,50.0,45,2,0,0,8
14764,4993.0,123.0,25.0,50.0,54,3,0,0,8
14989,5932.0,38.0,25.0,50.0,57,3,0,0,8
11383,4428.0,41.0,25.0,50.0,64,0,0,0,8
19145,5935.0,217.0,25.0,50.0,72,1,0,0,8
20048,4567.0,199.0,25.0,50.0,118,0,0,0,8
19396,9360.0,87.0,25.0,50.0,124,1,0,0,8
19956,4274.0,127.0,25.0,50.0,135,0,0,0,8
104469,7612.0,108.0,25.0,50.0,223,12,0,0,8
36063,12572.0,91.0,25.0,50.0,229,1,0,0,8
35307,7717.0,84.0,25.0,50.0,240,0,0,0,8
25673,9233.0,60.0,25.0,50.0,290,1,0,0,8
92292,6185.0,95.0,25.0,50.0,316,1,0,0,8
30716,6619.0,42.0,25.0,50.0,561,1,0,0,8
73579,9200.0,182.0,25.0,50.0,1157,7,0,0,8
180548,73751.0,783.0,40.0,5.0,1979,5,0,0,8
211863,11156.0,510.0,33.0,5.0,2335,4,0,0,8
846410,9938.0,768.0,89.0,9.0,5388,33,0,0,8
9197523,185.0,78.0,845.0,109.0,19263,0,0,0,8
4908376,16548.0,1091.0,369.0,17.0,47213,9,0,0,8
18945,7421.0,49.0,25.0,50.0,30,0,1,1,8
36204,16829.0,146.0,25.0,50.0,136,2,1,1,8
193387,23547.0,537.0,25.0,50.0,1423,0,1,1,8
680230,5177.0,352.0,54.0,8.0,7828,13,1,1,8
1011476,38908.0,474.0,182.0,18.0,8558,10,1,1,8
2198960,118094.0,3913.0,157.0,15.0,9454,13,1,1,8
2428631,26195.0,4390.0,421.0,35.0,27800,12,1,1,8
3439109,26696.0,1391.0,244.0,24.0,33618,8,1,1,8
1267744,49318.0,2005.0,31.0,2.0,7728,1,2,1,8
10830,4342.0,32.0,25.0,50.0,64,0,3,1,8
8960514,51883.0,3995.0,306.0,30.0,90569,24,5,2,8
5121310,22563.0,1695.0,366.0,36.0,81522,13,4,3,8
1046078,58629.0,932.0,70.0,15.0,13336,18,4,4,8
91731,13421.0,377.0,50.0,4.0,850,5,7,4,8
840547,43900.0,7546.0,484.0,12.0,7655,32,10,4,8
2123859,17295.0,3480.0,375.0,41.0,18204,6,7,6,8
376293,22874.0,204.0,47.0,10.0,2357,9,39,10,8
5888455,86633.0,4563.0,85.0,16.0,105936,3,18,12,8
2768125,40299.0,2123.0,167.0,17.0,38308,7,13,13,8
10438,9045.0,99.0,25.0,50.0,14,2,0,0,9
6460,1895.0,12.0,25.0,50.0,39,0,0,0,9
7730,10125.0,59.0,25.0,50.0,47,1,0,0,9
34990,5397.0,129.0,25.0,50.0,76,4,0,0,9
24621,1110.0,17.0,25.0,50.0,84,1,0,0,9
21011,5844.0,55.0,25.0,50.0,166,1,0,0,9
54999,3834.0,53.0,25.0,50.0,881,0,0,0,9
72372,2718.0,757.0,25.0,50.0,920,4,0,0,9
106391,15267.0,562.0,25.0,50.0,1141,0,0,0,9
237120,14134.0,1521.0,46.0,3.0,1677,2,0,0,9
193942,15897.0,511.0,83.0,9.0,1818,12,0,0,9
231967,26179.0,396.0,36.0,4.0,2448,3,0,0,9
279617,39388.0,644.0,25.0,50.0,2785,4,0,0,9
293221,15067.0,416.0,56.0,12.0,3437,19,0,0,9
611597,5996.0,263.0,25.0,50.0,4188,1,0,0,9
554989,46782.0,644.0,142.0,12.0,5851,7,0,0,9
6633566,21381.0,1993.0,281.0,24.0,51226,2,0,0,9
35002,8596.0,299.0,25.0,50.0,241,1,1,1,9
33949,9191.0,55.0,25.0,50.0,845,0,1,1,9
1206438,77026.0,2750.0,349.0,16.0,11221,18,1,1,9
845294,17225.0,830.0,102.0,21.0,12860,7,1,1,9
508182,23196.0,256.0,41.0,5.0,5666,3,2,1,9
83965,8442.0,333.0,34.0,2.0,851,9,3,1,9
735169,11037.0,626.0,39.0,3.0,7069,0,2,2,9
798234,46599.0,868.0,69.0,8.0,7660,1,2,2,9
1222990,48454.0,2961.0,41.0,5.0,9580,1,2,2,9
1279895,93503.0,6428.0,192.0,13.0,19208,32,2,2,9
6556991,193388.0,6404.0,589.0,83.0,58001,23,9,7,9
7276665,81849.0,11631.0,514.0,22.0,77519,12,18,12,9
4124129,47461.0,4543.0,207.0,34.0,121150,23,33,22,9
8270,5118.0,27.0,25.0,50.0,45,0,0,0,10
10685,3156.0,58.0,25.0,50.0,60,5,0,0,10
18773,5359.0,116.0,25.0,50.0,132,3,0,0,10
82560,5735.0,96.0,25.0,50.0,665,1,0,0,10
58232,16424.0,115.0,25.0,50.0,847,0,0,0,10
160425,11108.0,299.0,25.0,50.0,1087,4,0,0,10
89607,15884.0,353.0,25.0,50.0,1096,5,0,0,10
92358,17384.0,324.0,25.0,50.0,1260,10,0,0,10
210150,27156.0,410.0,44.0,13.0,2233,4,0,0,10
995097,9564.0,361.0,45.0,9.0,6554,3,0,0,10
876561,3346.0,294.0,25.0,50.0,7054,0,0,0,10
1218436,52234.0,1006.0,120.0,8.0,22062,5,0,0,10
25323,1428.0,39.0,25.0,50.0,149,0,2,1,10
85379,75912.0,939.0,83.0,50.0,419,12,2,1,10
1013275,27205.0,2027.0,49.0,6.0,11256,11,2,2,10
4235308,50926.0,2617.0,301.0,29.0,93831,70,2,2,10
1974023,15759.0,463.0,128.0,13.0,16668,14,7,2,10
111685,5698.0,351.0,25.0,50.0,1215,9,3,3,10
2150116,104954.0,6756.0,96.0,10.0,17698,6,3,3,10
196766,7122.0,828.0,44.0,4.0,2144,6,7,3,10
1461174,132431.0,3367.0,264.0,26.0,8607,29,7,6,10
3911900,42922.0,3894.0,514.0,47.0,28788,3,19,7,10
7394709,130229.0,8570.0,898.0,112.0,79441,69,9,8,10
9467,2673.0,20.0,25.0,50.0,62,0,0,0,11
17824,2839.0,65.0,25.0,50.0,83,0,0,0,11
11000,2345.0,52.0,25.0,50.0,94,0,0,0,11
36892,20489.0,252.0,25.0,50.0,174,4,0,0,11
82673,20207.0,381.0,43.0,13.0,344,3,0,0,11
36781,4521.0,87.0,25.0,50.0,367,0,0,0,11
101212,21260.0,398.0,25.0,50.0,1450,1,0,0,11
1445243,31648.0,885.0,138.0,15.0,13607,8,0,0,11
812397,15382.0,1622.0,76.0,12.0,14448,21,0,0,11
52630,53284.0,836.0,41.0,50.0,439,2,1,1,11
2816859,26287.0,2005.0,178.0,20.0,7437,6,1,1,11
1274269,29244.0,546.0,128.0,20.0,13095,7,1,1,11
1107024,40783.0,4432.0,107.0,5.0,17130,6,1,1,11
1725900,17065.0,964.0,108.0,11.0,21296,2,2,2,11
3711274,32526.0,2287.0,489.0,36.0,45123,19,2,2,11
3357279,21159.0,1379.0,176.0,22.0,66795,5,4,3,11
5051287,159170.0,6442.0,230.0,18.0,57019,429,5,3,11
800824,52122.0,3537.0,58.0,7.0,13529,2,12,3,11
465985,21454.0,1095.0,42.0,8.0,5149,3,5,4,11
4544647,54511.0,3584.0,398.0,37.0,57092,18,13,10,11
9227,1621.0,52.0,25.0,50.0,11,0,0,0,12
11112,4303.0,31.0,25.0,50.0,33,2,0,0,12
20745,3143.0,472.0,25.0,50.0,151,2,0,0,12
147957,43892.0,1381.0,129.0,11.0,1306,11,0,0,12
166809,14378.0,842.0,67.0,13.0,1951,19,0,0,12
442784,14865.0,838.0,99.0,10.0,3093,10,0,0,12
485956,14842.0,375.0,32.0,2.0,4808,2,0,0,12
1298825,13196.0,1890.0,146.0,10.0,11237,5,0,0,12
2314709,28382.0,2032.0,193.0,17.0,14945,6,0,0,12
2484625,11713.0,1288.0,68.0,7.0,20484,5,0,0,12
1257399,21589.0,1073.0,69.0,9.0,20658,7,0,0,12
4176999,28200.0,4279.0,201.0,8.0,26334,7,0,0,12
8800,8807.0,45.0,25.0,50.0,59,1,1,1,12
